Channel_ID;Channel_Name;Channel_Description;Custom_URL;Thumbnail;Country;Views;Subscribers
UCeEW6PHNJlIwI-rKChmqqkw;La Geekipedia De Ernesto;"Tutoriales y cursos de programación - Mi filosofía: Rápido, fácil y sin intros. La calidad es mi religión.

Canal de YouTube para aprender a programar / aprender programación.";@lageekipediadeernesto;https://yt3.ggpht.com/0MzbMw7BHepsssOH7o-M7KLdskHRTNiNGIm8bX1CHv3ba06acbr2WHB_VjoVgFURUn5NPX020v8=s800-c-k-c0x00ffffff-no-rj;MX;63188404;701000
;;;;;;;
